communityName,state,population,popDens,numbUrban,pctUrban,medIncome,medRent,PctHousOccup,PctHousOwnOcc,PersPerOwnOccHous,PersPerRentOccHous,burglPerPop,larcPerPop,robbPerPop,theftComb
Selmacity,CA,14757,3760.7,0,0.0,21198,386,97.02,55.86,3.06,3.4,1097.04,2945.63,181.83,4224.5
NorthAndovertown,MA,22792,824.9,17129,75.15,51692,734,95.41,68.33,2.98,2.12,348.0,1499.71,29.0,1876.71
Hueytowncity,AL,15280,1705.4,15280,100.0,29080,407,96.38,84.43,2.64,2.5,746.03,2289.54,115.76,3151.33
LaVernecity,CA,30897,3827.7,30897,100.0,46587,675,96.64,74.99,2.89,2.62,1145.07,2118.84,102.18,3366.0899999999997
Tupelocity,MS,30685,579.1,0,0.0,27871,337,94.89,61.08,2.68,2.36,1233.01,5319.05,174.0,6726.06
ElkCitycity,OK,10428,893.1,0,0.0,20277,303,81.92,64.94,2.52,2.65,1304.8,3276.07,46.94,4627.8099999999995
Carteretborough,NJ,19025,4209.8,19025,100.0,40268,587,96.92,70.82,2.95,2.69,1669.35,1456.13,135.21,3260.69
McKinneycity,TX,21283,462.7,0,0.0,27236,435,88.96,55.0,2.68,2.59,1310.0,3308.29,88.81,4707.1
Columbiaborough,PA,10701,4299.0,10701,100.0,23534,357,94.79,62.77,2.68,2.12,787.61,2985.98,103.86,3877.4500000000003
Perrytownship,OH,17215,1049.0,0,0.0,25322,332,95.0,69.54,2.57,2.21,651.92,2077.78,61.02,2790.7200000000003
Northamptontownship,PA,35406,1322.9,34716,98.05,59285,992,96.68,91.32,3.26,2.16,172.16,458.18,2.78,633.12
BentonHarborcity,MI,12818,2813.4,12818,100.0,8866,333,90.46,36.87,3.01,2.9,5000.38,6637.0,1206.73,12844.11
Eufaulacity,AL,13220,214.7,0,0.0,21920,258,89.76,63.5,2.72,2.48,498.77,3382.97,86.74,3968.4799999999996
PortHuroncity,MI,33694,4061.5,33694,100.0,21522,387,93.81,54.51,2.63,2.37,1054.83,4293.8,160.91,5509.54
Carlsbadcity,CA,63126,1617.6,63126,100.0,45739,774,91.78,62.24,2.52,2.39,1241.83,2667.58,145.92,4055.33
Napacity,CA,61842,3425.8,61842,100.0,35479,641,95.96,59.99,2.54,2.53,770.04,3556.92,67.44,4394.4
Daltoncity,GA,21761,1167.7,0,0.0,24517,355,91.4,45.67,2.47,2.38,923.78,4837.79,56.92,5818.49
Beloitcity,WI,35573,2121.7,35573,100.0,25859,381,94.83,60.18,2.65,2.47,728.23,4569.7,189.5,5487.43
Frankfortcity,KY,25968,1720.6,0,0.0,25670,345,92.9,53.86,2.42,2.08,980.14,3512.48,72.87,4565.49
Norwichtown,CT,37391,1273.7,37391,100.0,29354,524,91.17,52.73,2.58,2.29,1112.55,2608.16,160.55,3881.26
DiamondBarcity,CA,53672,3433.5,53672,100.0,60651,940,95.68,85.7,3.21,2.97,659.64,1187.36,113.32,1960.32
Evanstoncity,WY,10903,1092.9,0,0.0,31193,354,81.12,66.18,3.13,2.61,744.29,4101.89,16.54,4862.72
JerseyCitycity,NJ,228537,14826.6,228537,100.0,29054,527,90.8,29.62,3.01,2.61,1844.23,2786.59,1100.38,5731.2
Marshalltowncity,IA,25178,1608.9,0,0.0,27325,327,93.83,68.28,2.54,2.08,662.62,3428.87,35.93,4127.42
Maryvillecity,TN,19208,1375.9,19208,100.0,25223,305,93.21,64.23,2.46,2.16,486.42,1779.14,35.06,2300.62
WinterParkcity,FL,22242,3087.5,22242,100.0,37080,512,91.74,66.88,2.3,2.04,1648.03,5234.17,311.11,7193.3099999999995
Conroecity,TX,27610,1272.4,0,0.0,23634,369,87.1,46.91,2.73,2.63,1201.11,5716.37,279.62,7197.099999999999
Sheboygancity,WI,49676,3624.5,49676,100.0,27647,364,95.7,61.63,2.65,2.18,608.58,4663.8,43.33,5315.71
Racinecity,WI,84298,5270.5,84298,100.0,26540,383,95.81,59.62,2.73,2.45,1485.45,4629.33,374.82,6489.599999999999
Springfieldcity,MA,156983,4719.9,156983,100.0,25656,495,94.21,49.37,2.69,2.5,2093.64,3004.44,450.73,5548.8099999999995
Reddingcity,CA,66462,1252.4,66462,100.0,25828,439,95.84,53.47,2.49,2.47,1464.41,4184.41,155.58,5804.4
Templecity,TX,46109,1035.9,46109,100.0,23194,354,87.62,52.91,2.57,2.32,1068.46,3936.53,167.71,5172.7
UpperGwyneddtownship,PA,12197,1445.4,11877,97.38,56543,769,95.07,80.11,3.08,2.1,241.84,1338.17,24.18,1604.19
Jamestowncity,ND,15571,1351.2,0,0.0,22146,287,92.03,58.79,2.64,1.88,388.68,1982.25,19.43,2390.3599999999997
Doylestowntownship,PA,14510,901.4,13366,92.12,52212,763,93.68,81.98,2.9,1.83,182.98,1077.53,6.78,1267.29
Foxboroughtown,MA,14637,703.5,11878,81.15,45405,665,96.07,65.96,3.1,2.04,384.74,729.68,6.63,1121.0500000000002
HighlandParkcity,MI,20121,6524.3,20121,100.0,9805,285,87.68,33.59,3.03,2.15,2355.68,4131.12,1393.57,7880.369999999999
DesPlainescity,IL,53223,3618.6,53223,100.0,42176,577,97.47,79.79,2.73,2.12,538.34,2638.4,44.1,3220.84
Nicholasvillecity,KY,13603,2128.1,0,0.0,25258,374,94.77,63.45,2.78,2.59,618.1,2857.9,66.46,3542.46
FortLauderdalecity,FL,149377,4597.3,149377,100.0,27239,486,81.75,54.4,2.22,2.12,3521.48,8756.53,768.17,13046.18
Jacksonvillecity,AL,10283,1475.7,0,0.0,22092,299,92.3,49.7,2.54,2.06,541.76,2383.75,54.18,2979.69
Brecksvillecity,OH,11818,581.7,11818,100.0,53396,708,96.78,87.01,2.77,1.89,127.08,691.02,7.94,826.0400000000001
Peekskillcity,NY,19536,4359.5,19536,100.0,35425,662,91.39,49.17,2.62,2.4,692.81,2496.07,162.15,3351.03
Radcliffcity,KY,19772,1847.9,0,0.0,25197,372,86.79,53.16,2.91,2.56,817.96,2503.74,69.83,3391.5299999999997
Wilbrahamtown,MA,12635,548.8,6323,50.04,50275,463,96.61,88.49,2.89,2.08,863.07,1371.66,23.12,2257.85
Schertzcity,TX,10555,454.6,10331,97.66,31768,397,93.15,67.55,2.8,2.59,688.22,2072.38,77.33,2837.9300000000003
Northglenncity,CO,27195,3762.5,27195,100.0,34726,431,94.13,63.51,2.95,2.4,741.85,3975.44,63.89,4781.18
Lynnwoodcity,WA,28695,3976.6,28695,100.0,30512,529,95.45,49.48,2.7,2.3,1207.3,8016.48,177.07,9400.849999999999
NorthRidgevillecity,OH,21564,889.4,21564,100.0,41095,403,97.91,85.6,3.06,2.54,337.51,950.35,8.88,1296.7400000000002
Planocity,TX,128713,1875.4,128679,100.0,53905,586,93.63,70.1,3.08,2.45,822.54,2939.69,56.12,3818.35
Kirklandcity,WA,40052,3612.2,40052,100.0,38437,630,95.29,55.24,2.47,2.04,735.72,2721.71,93.13,3550.5600000000004
Saginawtownship,MI,37684,1475.7,37005,98.26,36289,445,96.74,64.8,2.78,1.78,340.89,3633.59,54.23,4028.71
SouthMiamicity,FL,10404,4371.4,10404,100.0,31741,485,95.01,60.86,2.73,2.19,3119.05,6192.76,870.43,10182.240000000002
WallaWallacity,WA,26478,2482.0,0,0.0,21301,315,93.08,56.59,2.47,2.26,1466.18,5814.15,84.26,7364.59
MountProspectvillage,IL,53170,4985.9,53170,100.0,46508,615,96.81,69.07,2.82,2.18,350.09,2549.35,33.52,2932.96
BalchSpringscity,TX,17406,2086.0,17406,100.0,28734,474,88.4,58.71,3.16,3.1,1330.23,3845.76,186.34,5362.33
Kingsportcity,TN,36365,1084.5,36408,100.0,22750,297,93.35,62.91,2.38,2.11,1036.39,4421.93,81.89,5540.210000000001
Windsortown,CT,27817,906.1,24434,87.84,50228,719,96.14,79.72,2.87,2.26,463.21,1939.03,35.91,2438.1499999999996
Marshfieldtown,MA,21531,730.2,0,0.0,48986,710,85.13,77.39,3.02,2.23,388.7,1624.67,8.73,2022.1000000000001
Sanfordcity,FL,32387,1806.1,32387,100.0,25029,458,87.6,56.31,2.62,2.52,2975.39,5419.16,403.01,8797.56
Rosenbergcity,TX,20183,1725.6,0,0.0,25773,375,91.7,55.23,2.92,2.97,1176.42,5713.37,296.38,7186.17
Camarillocity,CA,52303,2737.8,52303,100.0,48219,845,96.68,72.17,2.85,2.82,461.25,1385.5,71.91,1918.66
Chicocity,CA,40079,1723.7,40079,100.0,19005,456,95.17,32.86,2.49,2.33,1370.24,4521.1,107.16,5998.5
Vernontownship,NJ,21211,299.6,0,0.0,50987,812,78.53,89.85,3.2,2.67,483.6,1561.35,4.61,2049.56
RockyMountcity,NC,48997,1893.2,49165,100.0,24055,364,93.55,52.64,2.63,2.52,2565.36,6165.58,384.05,9114.99
Jenningscity,LA,11305,1070.5,0,0.0,16853,260,89.36,67.57,2.69,2.86,1631.66,5045.6,58.57,6735.83
Sanduskycity,OH,29764,2862.4,0,0.0,22532,340,89.89,57.48,2.58,2.25,1534.45,4834.35,82.5,6451.3
Binghamtoncity,NY,53008,4928.8,53008,100.0,20891,361,91.84,44.42,2.49,2.07,644.47,5196.87,121.45,5962.79
Ashlandcity,KY,23622,2121.2,23622,100.0,21904,288,91.9,65.33,2.37,2.17,788.14,2552.27,20.42,3360.83
Hazlettownship,NJ,21976,3769.2,21976,100.0,50684,412,97.94,89.24,3.17,2.09,300.1,904.66,4.35,1209.11
MidwestCitycity,OK,52267,2058.1,52267,100.0,27042,388,89.25,62.98,2.59,2.46,1330.83,3890.26,135.69,5356.78
PhenixCitycity,AL,25312,1197.4,25338,100.0,20478,290,90.12,55.09,2.62,2.48,1293.49,2950.66,144.1,4388.25
WestMifflinborough,PA,23644,1611.7,23644,100.0,26867,276,96.88,80.87,2.52,2.14,401.47,2284.96,115.32,2801.7500000000005
Johnstowncity,PA,28134,4642.6,28134,100.0,14839,239,85.47,47.73,2.37,2.07,1081.75,2784.78,175.42,4041.9500000000003
Gainesvillecity,TX,14256,1021.8,0,0.0,20364,317,88.71,62.73,2.39,2.52,1088.09,3499.9,90.1,4678.09
PortAngelescity,WA,17710,1748.6,0,0.0,24685,372,93.96,60.14,2.43,2.21,920.87,5228.66,78.04,6227.57
Modestocity,CA,164730,5268.3,164730,100.0,31701,517,95.2,58.46,2.81,2.76,1441.52,4140.62,200.85,5782.99
Shivelycity,KY,15535,3217.7,15545,100.0,24966,324,96.34,69.67,2.42,2.05,1137.45,2147.1,306.73,3591.28
Plainstownship,PA,10988,814.9,10791,98.21,25344,318,94.56,75.3,2.61,2.13,697.99,2425.06,35.79,3158.84
Galvestoncity,TX,59070,1235.1,58295,98.68,20825,381,78.18,41.96,2.47,2.29,1615.87,6370.67,490.56,8477.1
Flinttownship,MI,34081,1387.2,33024,96.9,31394,432,95.19,68.12,2.64,1.98,705.29,5962.14,151.34,6818.77
Saratogacity,CA,28061,2262.3,28061,100.0,86674,1001,97.43,89.43,2.81,2.28,593.23,1106.48,43.33,1743.04
Berkleycity,MI,16960,6235.3,16960,100.0,36693,490,98.25,85.18,2.65,2.05,288.24,1717.41,66.05,2071.7000000000003
VentnorCitycity,NJ,11005,4955.4,11005,100.0,33120,652,65.92,60.32,2.42,2.12,1825.56,3918.5,92.2,5836.259999999999
Vacavillecity,CA,71479,3047.4,71479,100.0,40679,629,95.63,64.48,2.88,2.73,674.86,2878.03,89.9,3642.7900000000004
Amescity,IA,47198,2318.1,0,0.0,24636,404,97.23,44.1,2.6,2.17,307.85,2969.47,10.69,3288.0099999999998
SouthSaltLakecity,UT,10129,2184.9,10129,100.0,18627,326,88.7,38.91,2.34,2.21,2087.7,10945.14,192.17,13225.01
Guilfordtown,CT,19848,406.2,1760,8.87,56115,752,92.48,84.29,2.85,2.11,512.57,2030.36,24.88,2567.81
Saugustown,MA,25549,2244.1,25549,100.0,41919,598,97.46,77.75,2.93,2.05,572.84,395.45,70.22,1038.51
Alexandriacity,VA,111183,7028.0,111183,100.0,41472,701,91.46,40.48,2.09,2.01,807.79,4983.55,329.78,6121.12
Caycecity,SC,11163,1217.1,11163,100.0,27065,430,93.94,67.44,2.51,2.45,1283.27,5874.52,370.72,7528.510000000001
Leesburgtown,VA,16202,1355.1,0,0.0,39887,696,90.68,55.12,2.61,2.37,270.32,2042.45,20.02,2332.79
Rowlettcity,TX,23260,1200.5,23299,100.0,48121,682,92.74,87.95,3.07,3.13,791.15,2023.58,28.37,2843.1
Nutleytownship,NJ,27099,7771.9,27099,100.0,43172,650,96.3,67.33,2.85,1.94,718.85,1288.85,87.13,2094.83
Kelsocity,WA,11820,1477.5,11820,100.0,23887,317,95.18,53.12,2.53,2.44,1534.75,6034.55,136.6,7705.900000000001
Donnacity,TX,12652,2764.9,12751,100.0,16922,207,77.62,71.95,3.75,4.04,1830.51,6515.25,54.24,8400.0
Hollywoodcity,FL,121697,4308.2,121697,100.0,27352,523,83.57,64.68,2.39,2.07,1802.21,5437.35,374.31,7613.870000000001
Pittsburghcity,PA,369879,6417.5,369879,100.0,20747,368,90.2,52.25,2.52,2.01,1299.68,3669.03,784.71,5753.42
Wethersfieldtown,CT,25651,1997.9,25651,100.0,43888,606,97.03,79.48,2.56,1.88,451.71,1841.9,85.67,2379.28
Florencecity,KY,18624,2168.6,18624,100.0,31270,411,95.32,56.21,2.96,2.19,691.57,4340.51,122.84,5154.92
Whitehallborough,PA,14451,4243.8,14451,100.0,34183,373,97.04,71.5,2.54,1.7,63.81,616.85,7.09,687.7500000000001
Cliftoncity,NJ,71742,6124.7,71742,100.0,39905,613,96.81,60.81,2.65,2.11,588.82,1884.76,96.79,2570.37
Plymouthtown,MA,45608,456.3,0,0.0,39886,677,80.76,73.49,2.92,2.39,956.62,2080.24,22.68,3059.5399999999995
FortCollinscity,CO,87758,2056.4,87758,100.0,26826,422,95.28,52.68,2.69,2.16,749.39,3398.87,25.64,4173.900000000001
Lincolntown,RI,18045,955.7,14590,80.85,37082,472,96.66,64.52,2.81,2.05,537.26,2509.0,16.12,3062.38
Rosemeadcity,CA,51638,9728.3,51638,100.0,29770,648,96.94,49.32,3.47,3.96,1206.85,1707.95,506.84,3421.6400000000003
Ashlandcity,OR,16234,2464.2,0,0.0,23579,400,95.13,51.58,2.45,1.98,892.6,4474.58,63.76,5430.9400000000005
MiamiShoresvillage,FL,10084,3896.4,10084,100.0,41670,597,93.59,86.36,2.64,2.39,2850.66,4775.31,962.32,8588.29
OaklandParkcity,FL,26326,3993.6,26326,100.0,27708,541,87.19,49.29,2.16,2.13,3276.58,8242.13,604.65,12123.359999999999
NewCastlecity,IN,17753,2994.8,0,0.0,19343,279,93.12,65.29,2.46,2.35,1149.24,4771.74,31.78,5952.759999999999
Plainviewcity,TX,21700,1608.4,0,0.0,21433,326,90.53,60.47,2.82,2.89,1384.92,3767.86,87.93,5240.710000000001
Laconiacity,NH,15743,748.6,0,0.0,29116,501,75.31,56.57,2.65,2.25,932.16,4712.58,25.89,5670.63
Franklintown,MA,22095,797.5,17302,78.31,50679,562,96.28,75.74,3.06,2.22,61.64,874.49,7.7,943.83
Wilkinsburgborough,PA,21080,8836.4,21080,100.0,22709,392,86.57,42.12,2.44,1.88,1691.42,2124.1,904.71,4720.23
Pecoscity,TX,12069,1599.8,0,0.0,19017,271,85.18,74.78,3.25,2.89,900.29,2507.36,33.66,3441.31
BattleCreekcity,MI,53540,1207.3,53333,99.61,25306,381,92.28,62.89,2.58,2.24,1521.03,4333.38,251.77,6106.18
Clearfieldcity,UT,21435,2775.1,21435,100.0,26875,382,94.66,54.82,3.35,3.07,381.22,2278.92,33.51,2693.6500000000005
PompanoBeachcity,FL,72411,3435.7,72411,100.0,29683,542,75.28,63.26,2.14,2.23,2902.11,6665.37,814.31,10381.789999999999
Warwicktownship,PA,11622,559.7,3244,27.91,41338,492,97.38,83.48,2.95,2.7,16.92,490.78,0.0,507.7
Westfordtown,MA,16392,516.9,8287,50.52,60566,691,96.13,87.7,3.14,2.62,258.91,912.09,5.88,1176.88
WarrensvilleHeightscity,OH,15745,3797.3,15745,100.0,27893,452,94.37,48.35,2.77,2.17,721.15,2233.05,436.49,3390.6900000000005
Alvincity,TX,19220,1013.5,0,0.0,28860,391,87.14,52.25,2.87,2.56,811.23,4584.81,77.48,5473.52
Everettcity,WA,69961,2259.7,69961,100.0,28415,484,93.13,45.55,2.5,2.28,1192.03,5947.11,209.74,7348.879999999999
Beavertoncity,OR,53310,3722.8,53310,100.0,33951,508,91.77,46.98,2.74,2.09,865.55,3697.21,86.06,4648.820000000001
Wilmingtoncity,OH,11199,2176.8,0,0.0,25300,333,95.58,54.83,2.59,2.12,516.44,3804.44,51.64,4372.52
Alabastercity,AL,14732,754.6,14732,100.0,39261,422,95.66,82.71,2.99,2.69,126.44,321.86,11.49,459.79
Martinsvillecity,IN,11677,2790.9,0,0.0,24868,366,95.74,61.39,2.69,2.37,473.9,3277.11,0.0,3751.01
PomptonLakesborough,NJ,10539,3428.0,10539,100.0,48864,779,97.12,74.87,2.87,2.08,343.58,1726.94,0.0,2070.52
Amarillocity,TX,157615,1730.1,157615,100.0,24915,348,89.13,62.6,2.65,2.36,1628.98,5561.37,123.7,7314.05
Bethlehemcity,PA,18867,4154.3,18867,100.0,30565,511,96.53,63.68,2.55,1.82,730.73,2665.17,100.08,3495.98
Coltoncity,CA,40213,2746.0,40213,100.0,28838,534,91.19,52.0,3.16,2.74,1937.46,3353.76,415.0,5706.22
Middletowntownship,PA,43063,2142.8,43126,100.0,46756,656,96.91,74.63,3.16,2.05,455.9,2919.11,48.69,3423.7000000000003
Daphnecity,AL,11290,987.9,0,0.0,38017,436,90.5,70.85,2.7,2.12,644.06,2295.31,20.55,2959.92
Chesterfieldtownship,MI,25905,896.1,23989,92.6,42026,527,92.93,76.0,3.0,2.58,544.74,3189.57,18.78,3753.0900000000006
LowerMakefieldtownship,PA,25083,1349.9,23649,94.13,69904,874,96.51,87.68,3.01,2.27,419.39,1407.13,3.92,1830.44
GardenGrovecity,CA,143050,7697.5,143050,100.0,39882,745,96.86,59.6,3.02,3.38,1182.9,3412.87,289.17,4884.9400000000005
Bridgewatertownship,NJ,32509,967.1,31979,98.37,63533,912,96.04,85.53,2.9,2.45,288.99,1997.2,45.78,2331.9700000000003
SanFernandocity,CA,22580,9119.5,22580,100.0,32128,576,97.22,54.61,3.76,4.21,947.52,1964.26,488.9,3400.68
Radnortownship,PA,28703,2013.5,28683,100.0,51762,735,92.92,63.1,2.82,1.78,226.07,1438.65,13.7,1678.42
Hendersoncity,KY,25945,1922.4,25945,100.0,22085,315,92.89,58.26,2.53,2.23,1018.76,4415.9,44.95,5479.61
Alliancecity,OH,23304,2733.9,0,0.0,21040,315,93.01,59.26,2.52,2.35,1800.29,6730.04,403.8,8934.13
Andovertown,MA,29151,907.4,24155,82.86,61070,659,95.62,74.58,3.07,1.98,576.54,1749.04,22.67,2348.25
Stocktoncity,CA,210943,3873.4,210943,100.0,26876,476,94.86,48.48,2.87,3.12,2396.4,5493.14,694.52,8584.060000000001
Windhamtown,ME,13020,269.2,0,0.0,37245,570,86.94,78.48,2.85,2.28,776.61,2040.51,30.46,2847.58
Ferndalecity,MI,25084,6246.0,25084,100.0,28964,467,96.58,68.07,2.65,2.3,1040.64,4239.65,342.6,5622.89
Ephrataborough,PA,12133,3253.5,0,0.0,30907,430,96.97,59.24,2.65,2.2,392.71,2097.08,23.56,2513.35
Albioncity,MI,10066,2310.8,0,0.0,20078,290,92.97,57.75,2.58,2.39,985.08,3725.74,165.81,4876.63
Bridgetoncity,MO,17779,1181.8,17779,100.0,38619,499,95.37,72.46,2.68,2.16,1076.35,4573.09,507.5,6156.9400000000005
Prescottcity,AZ,26455,788.7,0,0.0,22517,423,85.71,64.6,2.25,2.12,721.73,4085.59,50.87,4858.19
Delanocity,CA,22762,2572.6,0,0.0,21054,374,96.2,53.38,3.65,3.63,1563.45,4758.65,262.37,6584.469999999999
Athenscity,AL,16901,544.4,0,0.0,25823,316,91.62,63.06,2.61,2.22,509.15,2524.53,37.13,3070.8100000000004
OakCreekcity,WI,19513,658.1,19513,100.0,39995,514,97.49,65.73,3.07,2.13,550.04,3598.42,61.69,4210.15
EastRidgecity,TN,21101,2436.6,21101,100.0,26728,429,94.58,61.62,2.4,2.14,1085.98,3077.73,109.07,4272.78
Livoniacity,MI,100850,2725.1,100850,100.0,48645,606,98.02,88.93,2.87,1.99,615.99,2660.06,81.21,3357.26
Eurekacity,CA,27025,2757.7,0,0.0,21812,393,94.53,50.72,2.4,2.29,2230.02,7497.99,241.28,9969.29
Escondidocity,CA,108635,2942.1,108635,100.0,32895,621,93.4,51.91,2.68,2.79,1274.22,4112.58,183.86,5570.66
CocoaBeachcity,FL,12123,2382.7,12123,100.0,35862,549,72.84,68.23,2.03,1.97,1632.39,8096.64,163.24,9892.27
ArroyoGrandecity,CA,14378,2451.9,0,0.0,34796,568,94.47,68.24,2.5,2.46,762.0,2522.5,39.41,3323.91
Shorewoodvillage,WI,14116,8505.7,14116,100.0,34417,495,97.6,47.19,2.61,1.69,535.54,3389.33,102.71,4027.58
Ocoeecity,FL,12778,1366.9,12778,100.0,32014,557,94.46,82.33,2.98,3.34,1190.08,4076.53,72.33,5338.9400000000005
SealBeachcity,CA,25098,2067.4,25098,100.0,32834,821,92.8,75.87,1.83,1.95,893.96,1923.61,139.68,2957.2499999999995
Romecity,NY,44350,571.3,43137,97.26,24234,393,94.56,53.4,2.67,2.4,486.95,1313.64,31.71,1832.3000000000002
Beckleycity,WV,18296,1963.1,0,0.0,19110,312,88.01,61.65,2.31,2.17,1339.6,6346.89,248.47,7934.96
Anaheimcity,CA,266406,5807.6,266406,100.0,39620,712,94.0,49.23,2.98,3.01,1390.22,3225.16,320.58,4935.96
Greenburghtown,NY,83816,2651.1,83816,100.0,58947,698,95.83,70.99,2.75,2.28,457.8,2763.84,116.89,3338.53
LakeJacksoncity,TX,22776,1593.2,0,0.0,46007,438,90.82,66.74,2.94,2.48,348.27,1760.91,15.65,2124.8300000000004
Paramountcity,CA,47669,9784.3,47669,100.0,29015,654,94.66,42.35,3.47,3.77,1391.24,2189.78,703.25,4284.27
Fairmontcity,WV,20210,2592.4,0,0.0,18370,299,87.14,64.91,2.33,2.05,575.05,2967.04,57.99,3600.08
Herefordcity,TX,14745,2544.0,0,0.0,21120,313,88.82,66.15,3.0,3.06,819.46,3951.89,59.48,4830.83
Edinacity,MN,46070,2825.1,46070,100.0,48936,654,94.65,76.38,2.5,1.66,736.89,2881.54,36.21,3654.64
WestDeptfordtownship,NJ,19380,1176.9,19308,99.63,38410,548,96.98,69.85,2.88,1.94,718.47,2180.01,44.29,2942.7700000000004
Gardnercity,MA,20125,875.4,0,0.0,28035,440,92.2,51.8,2.65,2.1,934.4,1560.59,34.24,2529.2299999999996
Scherervilletown,IN,19926,1482.1,19926,100.0,42658,493,96.27,66.28,3.0,2.01,344.09,2011.9,20.24,2376.23
VanBurencity,AR,14979,986.5,14930,100.0,21105,283,93.11,67.2,2.76,2.6,917.86,3887.75,17.54,4823.15
Piquacity,OH,20612,2686.0,0,0.0,25026,374,96.5,65.88,2.65,2.59,809.7,4412.61,47.91,5270.219999999999
InverGroveHeightscity,MN,22477,757.1,22477,100.0,39378,545,95.75,74.64,3.03,2.31,776.35,2713.19,12.13,3501.67
Coventrytown,CT,10063,257.5,0,0.0,46426,617,93.32,84.84,2.86,2.24,615.72,1514.86,0.0,2130.58
SanClementecity,CA,41100,2271.2,41100,100.0,46374,774,89.19,58.59,2.51,2.38,815.41,1458.92,68.32,2342.65
Salemcity,MA,38091,4539.0,38091,100.0,32645,608,92.1,46.03,2.59,2.13,1297.05,3363.31,82.23,4742.589999999999
Lakewoodcity,CO,126481,2992.1,126481,100.0,34054,465,92.78,60.5,2.54,2.13,972.38,4145.8,134.71,5252.89
Miamicity,FL,358548,9728.3,358548,100.0,16925,404,90.11,33.09,2.86,2.61,3241.71,8415.45,1869.98,13527.14
Manalapantownship,NJ,26716,842.5,23575,88.24,58028,742,94.03,93.36,3.17,2.54,314.83,1184.17,10.73,1509.73
Narragansetttown,RI,14985,1022.4,0,0.0,35545,670,71.2,57.88,2.65,2.42,997.92,1761.44,6.7,2766.06
Monroecity,NC,16127,1123.1,0,0.0,23153,418,93.51,48.05,2.61,2.73,1957.41,5927.87,187.14,8072.42
Nederlandcity,TX,16192,3142.9,16192,100.0,33253,388,95.6,72.98,2.71,2.31,713.29,3647.65,17.4,4378.34
Coatesvillecity,PA,11038,5750.2,11038,100.0,24887,435,92.87,50.74,2.85,2.5,927.72,2791.6,640.97,4360.29
Fitchburgcity,WI,15648,432.5,15107,96.54,35550,468,95.72,39.01,2.97,1.97,774.16,1821.89,34.92,2630.9700000000003
Calntownship,PA,11997,1322.0,10940,91.19,41129,632,96.34,71.06,2.84,2.45,557.29,3212.59,114.74,3884.62
Albuquerquecity,NM,384736,2809.0,384736,100.0,27555,402,92.18,57.33,2.66,2.2,1953.47,4896.67,369.78,7219.92
PalmBeachGardenscity,FL,22965,843.4,22965,100.0,44688,724,78.52,74.01,2.48,2.16,1150.47,4833.39,101.72,6085.580000000001
Milfordtown,MA,25355,1676.4,0,0.0,38180,553,95.35,62.09,2.93,2.26,211.97,473.14,7.57,692.6800000000001
Arcatacity,CA,15197,1816.1,0,0.0,18551,430,96.37,43.17,2.44,2.17,1088.36,6246.78,38.64,7373.78
UnionCitycity,CA,53762,2766.7,53762,100.0,46988,768,96.57,67.41,3.41,3.36,1146.22,3221.29,213.79,4581.3
Opelikacity,AL,22122,474.8,21582,97.56,25369,313,92.09,61.12,2.71,2.49,1807.66,4610.77,329.04,6747.47
Middletowntown,CT,42762,1009.2,42762,100.0,37644,576,92.92,50.74,2.55,2.07,757.95,3433.06,63.36,4254.37
Dublincity,OH,16366,891.7,16371,100.0,71996,712,93.31,80.73,3.13,2.19,718.47,2315.58,36.61,3070.6600000000003
Parsippany-TroyHillstownship,NJ,48478,1958.2,48478,100.0,50475,698,96.88,58.06,3.0,2.01,785.03,1626.28,30.12,2441.43
RanchoPalosVerdescity,CA,41659,2942.9,41659,100.0,79797,1001,96.61,81.73,2.79,2.62,542.53,824.01,47.67,1414.21
Gulfportcity,FL,11727,3988.8,11727,100.0,21397,427,82.99,71.28,1.96,1.96,2289.11,6087.33,296.74,8673.18
Claremontcity,NH,13902,311.1,0,0.0,25532,430,90.08,57.9,2.61,2.24,587.67,3386.47,0.0,3974.14
Vancouvercity,WA,46380,3167.2,46380,100.0,21552,393,95.78,43.14,2.32,2.13,1193.55,5512.33,182.16,6888.04
Plainfieldcity,NJ,46567,7442.1,46567,100.0,38463,627,94.29,50.98,3.23,2.8,2052.19,3573.57,837.31,6463.07
Edgewatercity,FL,15337,2031.9,15337,100.0,25053,496,87.73,78.47,2.47,2.8,561.46,3472.34,21.8,4055.6000000000004
Sandwichtown,MA,15489,347.3,1020,6.59,43500,764,76.8,83.73,2.8,2.43,596.69,1412.57,18.27,2027.53
NewLondontown,CT,28540,4972.5,28540,100.0,26336,526,89.49,36.91,2.41,2.22,1487.36,4378.73,324.68,6190.7699999999995
TempleCitycity,CA,31100,7483.2,31100,100.0,38789,716,95.73,63.74,2.85,2.63,899.6,1188.65,147.48,2235.73
Brandoncity,MS,11077,905.6,11077,100.0,40633,428,96.63,79.1,2.95,2.41,551.64,490.35,15.32,1057.31
Hamtramckcity,MI,18372,8412.1,18372,100.0,16751,320,90.89,52.28,2.38,2.21,2871.79,5544.49,772.25,9188.529999999999
Branchburgtownship,NJ,10888,518.8,5098,46.82,67833,947,94.93,90.65,2.95,2.45,256.34,1256.09,0.0,1512.4299999999998
Durhamtown,NH,11818,509.3,9236,78.16,42477,493,95.37,56.73,2.84,2.46,368.48,1599.53,0.0,1968.01
